N,P,K,temperature,humidity,ph,rainfall,label
53.0,65.0,76.0,20.19137759,16.41998269,8.71996089,77.33795356,chickpea
59.0,60.0,84.0,19.03025305,18.66725565,7.69096234,94.70992037,chickpea
60.0,61.0,78.0,20.71219282,19.83643308,6.3171532,94.03659867,chickpea
57.0,60.0,84.0,19.1034283,17.26184541,6.58677719,75.49101167,chickpea
35.0,57.0,83.0,19.48316794,17.44534641,7.47680094,80.4986291,chickpea
26.0,80.0,83.0,17.08498521,16.14565756,7.52859996,71.31007253,chickpea
20.0,60.0,78.0,18.17234999,14.70085967,6.35874036,90.7760707,chickpea
42.0,79.0,85.0,17.22385224,15.82069268,6.12953388,76.57580954,chickpea
27.0,73.0,79.0,19.16288268,15.83500655,7.35497345,82.69766829,chickpea
54.0,62.0,80.0,17.48911699,16.39055394,7.48954507,79.45758333,chickpea
35.0,66.0,81.0,19.37101121,15.77458129,6.13824397,85.24819851,chickpea
28.0,72.0,84.0,18.72963144,19.18197264,6.48178304,71.58010169,chickpea
22.0,67.0,78.0,17.16606398,14.42457525,6.20409084,72.32667516,chickpea
27.0,79.0,82.0,17.06579293,17.54024066,6.30700492,70.87150577,chickpea
37.0,78.0,79.0,19.95264829,14.82633099,7.78636632,88.6810311,chickpea
52.0,60.0,79.0,19.45339934,18.23490739,8.38018527,75.6317566,chickpea
41.0,69.0,82.0,20.02381489,16.63294455,6.71558723,68.97806542,chickpea
24.0,56.0,85.0,18.19903647,17.41333199,6.54588856,80.6405403,chickpea
44.0,59.0,78.0,20.67526473,19.85388984,7.59903347,84.78344008,chickpea
49.0,71.0,76.0,19.71098332,17.63879418,6.61307214,85.57925437,chickpea
30.0,65.0,82.0,20.71424384,15.27824066,7.10379807,76.77888672,chickpea
53.0,73.0,77.0,19.71359733,18.09665739,7.32545128,73.64476535,chickpea
39.0,71.0,84.0,20.28155898,16.39535215,8.14082544,82.52339655,chickpea
60.0,68.0,83.0,19.12065218,18.43475844,6.62090087,85.52950164,chickpea
39.0,58.0,85.0,17.88776475,15.40589717,5.99693204,68.54932919,chickpea
52.0,68.0,78.0,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
59.0,55.0,79.0,20.36720401,16.89574311,8.76612865,82.2545577,chickpea
52.0,56.0,85.0,20.1187446,14.44228303,6.81712422,88.68168643,chickpea
57.0,57.0,75.0,17.09104223,18.25142068,7.78503908,87.27444866,chickpea
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
57.0,68.0,81.0,17.17012591,17.30457712,8.08109526,72.78624223,chickpea
23.0,72.0,84.0,19.02061277,17.13159126,6.92025138,79.92698081,chickpea
31.0,79.0,75.0,18.8202251,16.1074793,8.20486208,89.73119396,chickpea
59.0,62.0,83.0,18.57665902,19.22008229,8.10439606,72.94940441,chickpea
46.0,76.0,77.0,18.2356751,19.68538502,6.96784305,83.74879344,chickpea
58.0,70.0,84.0,20.6543203,16.60820843,6.23104903,74.6631118,chickpea
31.0,78.0,76.0,17.57212145,14.99927489,8.51997575,89.31050665,chickpea
27.0,62.0,77.0,18.19737048,14.71070537,6.57641556,70.18185181,chickpea
49.0,55.0,78.0,18.65580107,16.17772668,7.86311367,81.70769297,chickpea
57.0,58.0,77.0,18.72649425,17.58406365,7.97899676,81.20176515,chickpea
28.0,58.0,81.0,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
25.0,78.0,76.0,17.48042641,15.7559405,7.22896345,66.96980581,chickpea
32.0,73.0,81.0,20.45078582,15.40312102,5.9889928,92.68373702,chickpea
51.0,72.0,75.0,18.88852533,14.99451145,7.1042248,80.1113384,chickpea
36.0,56.0,83.0,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
43.0,68.0,81.0,17.47809436,17.93253975,6.76159971,78.92060234,chickpea
40.0,72.0,77.0,17.02498456,16.98861173,7.48599607,88.55123143,chickpea
42.0,67.0,77.0,18.99424448,15.9362937,7.11440529,78.69707199,chickpea
31.0,76.0,82.0,20.8248451,17.85057083,7.59927999,79.20509212,chickpea
36.0,65.0,80.0,18.2872007,16.67921616,6.05109134,74.87445574,chickpea
8.0,26.0,26.0,25.54759871,91.64194826,5.70248476,212.867626,coconut
17.0,11.0,32.0,28.74013335,93.39676499,5.62073379,156.7650823,coconut
27.0,10.0,33.0,27.81132822,97.48410555,6.46590633,154.0621221,coconut
2.0,30.0,30.0,26.00175125,94.79998418,6.33105172,209.540094,coconut
1.0,6.0,35.0,27.02269204,95.71935435,6.23166277,147.1682459,coconut
34.0,6.0,30.0,27.0828252,97.00155491,5.94834257,171.7575545,coconut
22.0,8.0,33.0,28.43572863,95.8840407,5.6657852,203.9283708,coconut
25.0,12.0,26.0,28.56973521,95.67906668,6.43631441,134.8370348,coconut
19.0,26.0,29.0,26.93141945,98.80313612,5.67154928,166.5712879,coconut
2.0,21.0,35.0,25.02887163,91.53720922,6.29366236,179.8248944,coconut
39.0,7.0,29.0,27.54273211,94.59086121,6.36254411,150.2012138,coconut
38.0,14.0,30.0,26.92449525,91.20106019,5.57074539,194.9022136,coconut
14.0,21.0,35.0,29.52501367,91.91185319,6.12100551,194.3100272,coconut
40.0,5.0,29.0,28.48444906,97.76865458,5.82097879,160.389421,coconut
18.0,19.0,29.0,27.59376845,92.48519606,6.20607774,162.8432736,coconut
38.0,6.0,25.0,25.54963273,96.92786777,6.1562591,191.2996157,coconut
24.0,14.0,33.0,29.38072512,93.27565685,6.36621955,218.5241851,coconut
10.0,24.0,27.0,27.57283516,94.90485697,5.7084096,145.9298935,coconut
1.0,8.0,26.0,27.5136304,94.18955816,5.56291191,156.6732553,coconut
34.0,15.0,34.0,27.05826457,91.10510371,5.67728268,224.7006953,coconut
21.0,20.0,31.0,25.60033702,99.7240104,5.8554576,165.8248732,coconut
37.0,10.0,32.0,28.96318258,95.16333673,6.16508486,222.803013,coconut
31.0,13.0,33.0,27.63834933,95.48763389,5.85971872,205.5463111,coconut
8.0,28.0,30.0,25.51618488,94.33465411,6.01567224,135.1272491,coconut
32.0,20.0,35.0,26.52166434,98.38227669,5.58865539,144.6261698,coconut
6.0,13.0,29.0,27.31155708,99.96906006,5.83260803,201.8258633,coconut
30.0,30.0,35.0,25.00872392,95.59224018,6.00193642,165.8092179,coconut
17.0,30.0,27.0,29.03065024,90.79093862,5.89402706,205.5720367,coconut
16.0,6.0,29.0,29.28725038,91.95614918,5.86828508,132.1491176,coconut
37.0,23.0,28.0,25.61294367,94.3138837,5.74005457,224.3206759,coconut
7.0,15.0,32.0,25.03512351,95.89739958,6.18223276,174.796583,coconut
1.0,12.0,30.0,27.754298,95.94643831,5.56222383,131.0900076,coconut
39.0,29.0,29.0,26.50908611,94.48414544,6.1436627,199.8778403,coconut
30.0,13.0,25.0,27.15116142,91.48889469,6.41318464,164.9182225,coconut
18.0,12.0,35.0,26.13958446,96.38580769,6.33872087,131.3387935,coconut
20.0,28.0,26.0,26.37978453,91.49882979,5.54759485,167.0470997,coconut
40.0,5.0,32.0,26.07010807,96.7036223,5.9811696,143.533473,coconut
24.0,27.0,34.0,28.87862994,95.11320315,6.20337652,145.0583117,coconut
35.0,30.0,34.0,28.2974764,95.41122824,6.141502,182.4482352,coconut
17.0,29.0,26.0,26.14162144,93.28415295,6.07189735,195.4115025,coconut
27.0,22.0,29.0,28.83214859,92.17170353,6.00024865,145.4172387,coconut
31.0,6.0,26.0,29.12859129,91.30924833,5.74136738,157.2388553,coconut
26.0,18.0,27.0,27.45907759,92.90736493,5.83607537,142.1430003,coconut
27.0,30.0,31.0,28.98545306,90.73966792,5.71812039,148.8398374,coconut
39.0,5.0,31.0,27.10134661,93.69979946,5.55196318,150.9502632,coconut
20.0,29.0,27.0,25.09897688,92.36099489,6.04704434,157.7592626,coconut
28.0,10.0,30.0,29.8690834,91.14723422,6.30574052,192.7678575,coconut
33.0,14.0,35.0,27.14865285,96.66355213,6.02770717,149.2433497,coconut
9.0,17.0,32.0,25.94951662,93.40548703,5.84231799,172.0540491,coconut
7.0,11.0,32.0,29.25902906,95.11294697,5.54216914,184.7624496,coconut
31.0,20.0,26.0,25.56567803,97.61361544,6.44316864,199.7936345,coconut
23.0,21.0,26.0,26.45488737,93.45042636,5.90149554,149.2220255,coconut
0.0,19.0,31.0,25.51791333,94.38420565,6.27195283,178.7297725,coconut
26.0,9.0,32.0,25.9490364,94.73860514,6.47046561,144.1571109,coconut
32.0,11.0,31.0,29.51611558,92.56492864,6.46122583,131.2116167,coconut
24.0,6.0,32.0,28.11321494,90.01734526,6.38706756,172.4813641,coconut
25.0,7.0,35.0,28.38503882,99.18843684,5.55771171,189.6711349,coconut
3.0,23.0,30.0,29.70143197,95.65754365,6.07880724,215.1968037,coconut
29.0,17.0,29.0,29.20394909,95.66997327,5.95949319,211.2506267,coconut
29.0,25.0,35.0,28.3575072,91.64509299,5.5428738,160.7306991,coconut
0.0,29.0,32.0,28.05912437,98.3670985,5.86825586,171.6516396,coconut
19.0,30.0,30.0,29.56549169,91.40896307,5.82638116,224.8315729,coconut
40.0,22.0,29.0,27.55821802,99.98187601,5.73536431,174.6256481,coconut
10.0,9.0,28.0,29.01256899,94.01014388,6.28295507,150.0500312,coconut
18.0,30.0,29.0,26.7627493,92.86056895,6.42001872,224.5903664,coconut
30.0,25.0,31.0,26.31270635,98.62048026,5.80496507,208.1181381,coconut
23.0,6.0,33.0,29.18032562,92.73041222,6.02578959,204.9603677,coconut
22.0,11.0,31.0,25.06871967,93.31410447,6.20593164,134.8419069,coconut
22.0,11.0,29.0,28.03380598,95.01630593,5.95574297,218.0055713,coconut
38.0,24.0,33.0,28.28905147,97.00396405,5.97385312,142.9403233,coconut
14.0,23.0,25.0,26.18552389,96.96637916,5.6121228,135.4186222,coconut
36.0,27.0,26.0,26.58413917,95.78923137,6.25449571,171.6262299,coconut
8.0,15.0,33.0,28.97318719,98.09861043,5.50158009,213.9011021,coconut
32.0,12.0,30.0,25.39241091,98.08951196,5.57984501,218.080385,coconut
29.0,8.0,28.0,26.87037587,91.72546257,6.1004295,214.4128874,coconut
7.0,21.0,35.0,25.76011662,94.65830608,5.76481208,131.2451414,coconut
10.0,18.0,35.0,27.79797651,99.64573002,6.38197546,181.6942283,coconut
37.0,5.0,34.0,25.79490531,93.84150618,5.77903267,152.4238712,coconut
13.0,28.0,33.0,28.130115,95.64807631,5.68697297,151.0761899,coconut
27.0,8.0,32.0,27.00648436,96.46168931,5.62786055,144.3331315,coconut
22.0,16.0,27.0,29.1797902,90.27214288,6.00678498,188.9252083,coconut
34.0,6.0,27.0,25.84726298,90.92669463,5.86074048,147.8888994,coconut
15.0,28.0,32.0,28.84270971,99.64328526,6.21857187,224.4016682,coconut
31.0,30.0,29.0,26.58580443,90.98617591,5.55880706,178.8116076,coconut
31.0,29.0,35.0,27.1872282,92.19906776,6.1371025,141.3220576,coconut
19.0,15.0,34.0,26.29644905,99.65809151,5.68588907,215.9195049,coconut
8.0,6.0,33.0,28.27804288,93.64761266,6.09526101,171.9457959,coconut
26.0,10.0,33.0,28.27298134,96.93649473,6.07071786,198.8234862,coconut
16.0,18.0,26.0,28.43647052,91.81320717,5.56836593,145.5414413,coconut
23.0,7.0,34.0,26.1055118,91.52421214,5.8520382,134.1279669,coconut
11.0,6.0,25.0,28.69164799,96.65248672,6.08156805,178.9635457,coconut
28.0,27.0,32.0,28.94099669,93.00109012,5.76461548,191.7723087,coconut
0.0,26.0,31.0,25.0707247,95.02156793,5.54793327,192.9036306,coconut
31.0,13.0,33.0,29.69952329,95.21224392,6.34246371,148.3003692,coconut
0.0,19.0,33.0,27.1326009,95.23797989,6.23445842,204.7206567,coconut
27.0,8.0,30.0,26.44600063,98.29937782,6.00838628,221.2258168,coconut
37.0,18.0,30.0,27.63551259,99.34854917,6.38488418,157.9171537,coconut
3.0,9.0,35.0,26.91641934,99.84671638,6.31855297,225.6323656,coconut
16.0,14.0,30.0,29.70931288,96.30484325,6.37466756,209.8453993,coconut
27.0,24.0,29.0,26.61423461,96.97300803,6.14201064,191.006688,coconut
116.0,23.0,25.0,23.4123707,52.26994674,6.8697202,139.3670753,coffee
116.0,40.0,33.0,24.91370487,54.15319242,7.04208949,129.5481144,coffee
99.0,40.0,32.0,24.18471151,69.94807345,7.04554306,163.2708732,coffee
99.0,19.0,33.0,27.5364547,55.51673151,6.27374198,130.6377143,coffee
106.0,21.0,35.0,25.627355,57.04151119,7.42852363,188.5506536,coffee
97.0,22.0,26.0,23.60567546,59.68849145,6.07419014,185.1568059,coffee
97.0,29.0,27.0,27.74576987,54.36976075,7.20507878,139.8619431,coffee
120.0,23.0,28.0,25.67324193,51.29043632,6.87779926,196.2736367,coffee
89.0,28.0,33.0,26.44414097,53.83876189,6.993236,175.3723314,coffee
88.0,35.0,35.0,27.55906475,58.45742907,6.7844606,117.9389993,coffee
100.0,40.0,35.0,27.56441788,54.41094079,6.95578735,177.816092,coffee
95.0,37.0,35.0,27.31317116,68.4233391,6.34833752,192.4288139,coffee
116.0,38.0,34.0,23.29250318,50.04557009,6.02094718,183.468585,coffee
80.0,15.0,28.0,23.11438731,68.00096043,6.70327064,161.8944624,coffee
92.0,40.0,30.0,23.35723208,55.18792166,6.02628745,171.6976946,coffee
82.0,29.0,35.0,26.67377159,52.24226285,6.24687239,156.1543898,coffee
103.0,33.0,33.0,25.52859099,50.50148528,7.13143586,126.8073984,coffee
94.0,26.0,27.0,26.36629861,52.25738495,7.45646038,177.3176161,coffee
104.0,20.0,26.0,27.22783677,52.95261751,7.49319197,175.7260273,coffee
100.0,32.0,26.0,25.234661,57.53161469,6.04348568,124.2261737,coffee
98.0,27.0,27.0,24.71384065,51.29142534,7.23810956,197.6439711,coffee
107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,coffee
116.0,36.0,25.0,27.57847581,58.52534263,6.1720902,156.6810374,coffee
120.0,40.0,33.0,24.23850608,54.30329632,6.73410539,115.1564012,coffee
83.0,21.0,28.0,25.5674832,60.49244602,7.46690068,190.2257843,coffee
91.0,21.0,26.0,26.33377983,57.36469955,7.26131369,191.6549412,coffee
109.0,29.0,28.0,23.26316991,60.5160021,6.7246885,194.1755471,coffee
112.0,17.0,28.0,27.62975458,61.26002598,6.77741799,196.6492664,coffee
87.0,28.0,35.0,26.5602777,57.1621814,6.75921191,152.0616227,coffee
117.0,37.0,32.0,23.1069385,67.06230539,6.78765892,162.5769606,coffee
104.0,35.0,28.0,27.51006055,50.66687215,6.98373239,143.9955548,coffee
107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,coffee
99.0,15.0,27.0,27.0424167,57.27927475,6.50115721,165.6872119,coffee
111.0,27.0,31.0,23.59302313,55.27564977,6.04333095,191.3980675,coffee
108.0,35.0,25.0,23.98143338,61.10935084,6.97196317,161.5279095,coffee
104.0,18.0,30.0,23.60301571,60.39647474,6.77983261,140.9370415,coffee
108.0,24.0,31.0,24.12832546,56.18107663,6.43189975,147.2757818,coffee
99.0,16.0,30.0,23.52652084,65.44340921,6.39279165,186.1728203,coffee
87.0,23.0,28.0,26.22367404,62.26594559,6.97959063,193.7461968,coffee
84.0,36.0,28.0,26.7350622,55.55164819,6.11989235,140.6305213,coffee
80.0,18.0,31.0,24.02952505,58.84880599,7.30303322,134.6803969,coffee
119.0,30.0,28.0,26.35770906,64.57578034,6.5052037,163.6269496,coffee
87.0,28.0,30.0,25.60153969,68.66257977,6.53667665,168.8383605,coffee
118.0,21.0,34.0,24.38534644,64.72543073,7.23425838,119.6324109,coffee
120.0,20.0,34.0,23.56960509,50.56339727,6.90612459,130.3797119,coffee
85.0,35.0,32.0,26.24928198,54.28617819,6.85401126,133.1120232,coffee
98.0,18.0,27.0,27.56088634,68.49299897,6.51631215,167.4358075,coffee
107.0,31.0,31.0,23.17124551,52.97841162,6.76618447,153.1201644,coffee
82.0,24.0,26.0,24.31274458,53.57285558,6.0894436,184.4103931,coffee
84.0,27.0,29.0,23.32293161,53.00366334,7.16709259,168.2644287,coffee
82.0,24.0,33.0,26.53543168,67.09608099,6.80959355,120.6494434,coffee
103.0,33.0,25.0,27.10210397,55.7497332,6.91106604,139.5013171,coffee
118.0,18.0,32.0,27.6496114,51.11044023,6.35182378,122.8392822,coffee
114.0,27.0,28.0,24.99451759,57.93250202,7.16280236,192.8736822,coffee
108.0,33.0,31.0,23.69287069,66.76090123,7.3938257,144.6576424,coffee
104.0,26.0,30.0,24.40726724,62.65692638,6.41099283,148.6977358,coffee
97.0,35.0,26.0,24.91461008,53.74144743,6.33461025,166.2549307,coffee
111.0,29.0,31.0,26.05968403,52.31098539,6.13628652,161.3432535,coffee
100.0,24.0,28.0,25.59535262,57.72920846,7.10166101,195.7733251,coffee
88.0,21.0,27.0,24.43011925,66.02411187,7.23116655,181.6368274,coffee
112.0,39.0,29.0,26.12492233,63.37479229,6.7265289,147.8035305,coffee
113.0,33.0,34.0,26.00373964,62.1445102,6.55981716,153.477776,coffee
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.9812525,coffee
107.0,21.0,26.0,26.45288458,55.32222678,7.23507026,144.6861336,coffee
113.0,21.0,33.0,26.02241444,55.83288958,7.27742274,176.9020924,coffee
81.0,30.0,31.0,24.65090184,51.93952357,7.02758556,135.1386537,coffee
106.0,40.0,30.0,23.42611644,64.10651528,6.77998438,122.6847408,coffee
86.0,26.0,27.0,27.13140403,52.89368299,6.08117298,192.4280381,coffee
85.0,33.0,25.0,26.20811417,52.50987966,6.91082394,189.0944824,coffee
83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.7325092,coffee
118.0,31.0,34.0,27.54823036,62.88179198,6.12379606,181.4170812,coffee
117.0,26.0,30.0,27.92374437,67.96910852,6.7873836,115.2325531,coffee
103.0,40.0,30.0,27.30901814,55.196224,6.34831626,141.4831644,coffee
109.0,31.0,27.0,23.05951896,50.40609436,6.97383971,164.4971875,coffee
99.0,15.0,27.0,27.41711238,56.63636248,6.08692236,127.92461,coffee
109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,coffee
89.0,25.0,34.0,23.07895447,63.65861483,7.18480163,129.8765443,coffee
105.0,18.0,35.0,23.52648086,68.44030686,6.74341712,171.8839938,coffee
117.0,32.0,34.0,26.2724184,52.12739421,6.75879255,127.1752928,coffee
111.0,28.0,26.0,27.77363343,64.47858698,6.93735284,192.7121236,coffee
101.0,33.0,33.0,26.97251562,62.0183627,6.90867138,142.8610793,coffee
116.0,28.0,34.0,23.44372334,60.39523266,6.42321105,122.2103248,coffee
87.0,38.0,29.0,25.20406808,57.88370456,6.65264258,156.1457255,coffee
80.0,30.0,25.0,26.24092174,65.64381357,7.48726699,148.3771202,coffee
113.0,15.0,29.0,27.09617155,63.55324262,6.77923004,190.2440566,coffee
84.0,39.0,35.0,23.17714381,52.13864034,6.95940414,117.3113562,coffee
86.0,31.0,35.0,27.01207284,60.76645256,6.48576142,191.4508931,coffee
111.0,32.0,34.0,25.46743689,69.35161206,6.39204802,171.3764462,coffee
86.0,40.0,33.0,26.1387869,52.26311691,7.43232223,136.3027766,coffee
93.0,26.0,27.0,24.59245684,56.46829641,7.28821199,137.7044047,coffee
91.0,25.0,26.0,24.53460016,66.99765375,7.48241422,180.5059257,coffee
103.0,27.0,31.0,27.15998538,51.59100753,6.69154123,126.1752206,coffee
118.0,40.0,35.0,26.35034208,58.50650238,7.46017481,121.5586297,coffee
98.0,29.0,30.0,25.64004392,61.03273481,6.21797435,199.4735636,coffee
81.0,34.0,30.0,25.17787724,62.26244581,6.647766,135.0119649,coffee
118.0,33.0,30.0,24.13179691,67.22512329,6.36260785,173.3228386,coffee
117.0,34.0,25.0,24.83846178,56.7685316,7.21270048,124.4135035,coffee
101.0,31.0,26.0,26.70897548,69.71184111,6.86123518,158.8608887,coffee
115.0,31.0,30.0,24.22984659,67.37768353,6.84092797,122.4073418,coffee
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,coffee
100.0,46.0,18.0,24.18586246,76.04203958,6.43168951,69.08056728,cotton
133.0,50.0,25.0,25.72180042,81.19666206,7.5694546,99.93100821,cotton
104.0,47.0,18.0,23.9656349,76.97696717,7.63343741,90.75616738,cotton
131.0,49.0,22.0,25.49848236,79.9751579,7.30691882,67.05961949,cotton
116.0,56.0,17.0,24.71252544,77.7293114,7.97909036,85.24963302,cotton
136.0,36.0,20.0,23.09595631,84.86275707,6.92541238,71.29581071,cotton
111.0,39.0,22.0,22.60361557,80.3509046,6.13502501,88.57395505,cotton
131.0,60.0,17.0,25.32023717,81.79475917,7.42504132,83.46532547,cotton
118.0,44.0,23.0,22.08458267,82.82904143,6.69169048,67.06459777,cotton
116.0,52.0,19.0,22.94276687,75.37170612,6.11452588,67.08022574,cotton
117.0,51.0,15.0,22.9535715,78.71555832,6.04455659,99.75336197,cotton
122.0,59.0,18.0,23.5000992,83.63488952,6.21946908,79.81328183,cotton
127.0,37.0,18.0,24.87663664,76.30050373,7.04106558,91.9223468,cotton
133.0,47.0,24.0,24.40228894,79.19732001,7.23132476,90.8022356,cotton
107.0,36.0,21.0,25.29250148,75.66653335,6.20526353,62.64174227,cotton
118.0,50.0,19.0,22.95604064,82.33733678,6.36081223,66.48339303,cotton
133.0,47.0,23.0,24.88738107,75.62137159,6.82735467,89.76050416,cotton
123.0,50.0,16.0,23.04920461,75.53835214,6.49805211,70.65644296,cotton
113.0,38.0,20.0,22.10718988,78.58320116,6.36472993,74.94136567,cotton
114.0,40.0,23.0,25.53676123,81.13668716,6.75397806,95.4262599,cotton
122.0,48.0,16.0,24.65425757,75.6350708,6.30758585,61.82980133,cotton
121.0,45.0,22.0,22.45942937,81.30681027,6.44378538,64.23026638,cotton
131.0,56.0,20.0,22.00817088,81.83896111,7.76264788,92.23645249,cotton
125.0,60.0,17.0,24.14386157,84.51591287,6.78572396,80.36146974,cotton
102.0,45.0,16.0,23.65629976,77.52425987,7.2942193,74.8984994,cotton
132.0,41.0,22.0,24.29144926,81.02453404,7.81086575,80.29684208,cotton
140.0,38.0,15.0,24.1472953,75.88298598,6.02143952,69.91563467,cotton
118.0,45.0,23.0,23.37044424,77.43198948,7.97765123,71.67870701,cotton
100.0,48.0,17.0,23.7805123,83.03878838,7.82787782,66.26555904,cotton
140.0,45.0,15.0,25.5308271,80.04662756,5.80104754,99.39557151,cotton
113.0,37.0,20.0,25.03300222,79.04368718,7.39344116,97.10087029,cotton
127.0,53.0,24.0,22.21506982,76.17851932,6.12793963,70.40557612,cotton
101.0,37.0,18.0,22.92360984,82.68738535,7.63737841,92.91915074,cotton
126.0,46.0,25.0,24.43847399,81.69801729,6.75745794,60.79645852,cotton
120.0,48.0,16.0,22.46054478,75.40989245,7.45697182,71.85436078,cotton
103.0,51.0,20.0,22.80213132,84.14668447,7.04660743,91.6389565,cotton
119.0,44.0,15.0,22.14593688,82.8597549,7.09199236,60.65381719,cotton
108.0,46.0,17.0,24.3017998,84.87668973,6.93221485,65.0247867,cotton
135.0,43.0,16.0,23.47986888,81.73049149,6.72044977,86.76287924,cotton
103.0,42.0,17.0,24.29470232,84.61527627,6.52754166,81.05902285,cotton
113.0,38.0,25.0,22.00085141,79.47270984,7.38826589,90.42224164,cotton
110.0,39.0,18.0,24.54795322,75.39752705,7.76625977,63.88079866,cotton
133.0,57.0,19.0,23.54234715,75.98203329,7.94701137,84.12536744,cotton
111.0,40.0,25.0,24.484692,84.44932014,6.1874558,90.94342484,cotton
121.0,36.0,24.0,23.66457347,81.69105088,7.35240189,99.36898373,cotton
108.0,38.0,24.0,23.41022496,76.43836957,7.44221706,78.82199603,cotton
121.0,47.0,16.0,23.60564038,79.29573149,7.72324015,72.49800885,cotton
111.0,53.0,19.0,23.96436009,78.02763149,6.41953656,84.63148859,cotton
100.0,40.0,20.0,22.45145981,76.25674874,7.43204374,86.84998693,cotton
117.0,56.0,15.0,25.99237426,77.0543546,7.36825823,89.1188212,cotton
123.0,39.0,24.0,25.00755095,78.17952126,7.45310626,86.06411872,cotton
108.0,36.0,19.0,22.78249615,77.51235009,7.23856689,64.61444234,cotton
120.0,60.0,15.0,22.31871914,83.86129998,7.28837724,65.35747011,cotton
122.0,40.0,17.0,24.96440768,81.31677618,6.85455896,80.03995829,cotton
113.0,41.0,20.0,25.0017188,80.53965818,7.25687757,96.32600992,cotton
102.0,49.0,21.0,24.69315538,84.84422454,6.25334366,89.799462,cotton
107.0,42.0,24.0,22.04612876,84.62978302,6.1446318,86.00758678,cotton
105.0,56.0,15.0,25.96779712,81.97904282,6.90904276,74.14169043,cotton
131.0,35.0,18.0,24.49112609,82.24415809,7.05769337,64.02949379,cotton
134.0,52.0,18.0,23.9643129,76.59175937,7.99467951,76.13090645,cotton
107.0,51.0,22.0,24.86560781,78.22080815,5.9830759,79.56866268,cotton
109.0,36.0,18.0,25.40059227,76.53237965,7.52470758,62.5138867,cotton
115.0,48.0,16.0,25.54359718,84.09229796,7.17593496,88.94245493,cotton
102.0,53.0,21.0,23.03814028,76.11021529,6.91367868,91.49697481,cotton
129.0,43.0,16.0,25.5503704,77.85055621,6.73210948,78.58488484,cotton
112.0,54.0,15.0,25.46228792,81.56641891,6.17549231,76.88582484,cotton
129.0,47.0,20.0,24.41212325,80.80343786,6.28191386,98.60457373,cotton
131.0,52.0,16.0,23.65724079,84.47601498,6.48606827,88.54479121,cotton
129.0,60.0,22.0,24.58453146,79.12404171,5.94744859,71.94608134,cotton
121.0,53.0,19.0,23.51308653,76.72621429,7.9768895,80.11272117,cotton
130.0,59.0,19.0,25.07278712,82.50257909,6.52040379,93.51042684,cotton
107.0,58.0,15.0,23.73868041,75.77503808,7.55606399,76.63669195,cotton
112.0,49.0,25.0,25.68959532,77.90621048,6.47013548,66.19426787,cotton
134.0,56.0,18.0,23.80834611,83.91902605,6.6912681,70.97358303,cotton
108.0,60.0,17.0,22.75805656,76.75768356,6.55890259,97.76600619,cotton
131.0,38.0,19.0,23.86814008,75.68339729,6.81434195,90.4547185,cotton
100.0,52.0,19.0,23.45969093,82.44777468,7.90352867,93.50153555,cotton
126.0,50.0,19.0,24.69457084,81.7358876,6.62872284,78.58494391,cotton
111.0,50.0,15.0,25.16820129,80.30351815,7.88455048,84.62419032,cotton
126.0,37.0,21.0,25.84997269,84.16855231,6.61448588,77.03421249,cotton
140.0,40.0,17.0,22.72767171,77.07598065,6.00608579,77.55176318,cotton
117.0,43.0,25.0,24.68854799,78.51206972,7.8398493,69.31153566,cotton
107.0,45.0,25.0,23.0865933,83.55546146,7.22774552,71.84080724,cotton
114.0,40.0,17.0,24.32630461,80.13456404,6.3634061,69.45072055,cotton
111.0,41.0,18.0,23.64328417,78.1258666,6.10539819,80.96157332,cotton
132.0,52.0,19.0,24.16402322,76.7433897,6.43669176,61.94626051,cotton
110.0,39.0,25.0,22.60612115,77.34264002,7.20879546,75.13617229,cotton
125.0,39.0,21.0,25.03149561,82.21276599,7.95462932,95.0191318,cotton
126.0,38.0,23.0,25.36243778,83.63276077,6.17671642,88.43618918,cotton
139.0,35.0,15.0,25.248679,83.4630147,5.89829304,86.55517751,cotton
106.0,49.0,24.0,23.03887865,76.47039772,6.98339557,90.64770699,cotton
102.0,46.0,19.0,22.77076388,82.5993307,6.6310053,81.49543437,cotton
123.0,44.0,21.0,25.78544484,75.00539324,7.64111657,91.39578861,cotton
136.0,36.0,24.0,22.74446976,80.41198458,7.59781958,90.07326633,cotton
105.0,60.0,23.0,23.53371386,77.21705554,6.20765216,87.54004943,cotton
106.0,46.0,20.0,23.43821725,78.63388824,6.20067198,81.15072105,cotton
102.0,37.0,25.0,25.31468463,77.91757121,5.9079309,72.82902109,cotton
107.0,43.0,18.0,22.426733,81.53480799,6.74510439,65.54475812,cotton
